claim_id,customer_tier,incident_type,claim_amount,documents_verified,prior_claims_count,policy_tenure_years,days_since_incident,region,channel,fraud_score,ai_initial_decision,human_final_decision,processing_cost,processing_time_hours,outcome,successful_outcome
CLM110032,silver,medical,386300.0,True,1,3.6,10,west,agent,0.484,HUMAN_REVIEW,APPROVE,235.91,41.56,SUCCESSFUL,1
CLM110033,standard,mechanical,9800.0,True,0,3.3,30,west,app,0.223,AUTO_PROCESS,N/A,44.46,0.07,SUCCESSFUL,1
CLM110034,premium,airline_fault,7800.0,False,1,3.9,26,east,app,0.12,AUTO_PROCESS,N/A,42.4,0.07,SUCCESSFUL,1
CLM110035,premium,other,28400.0,True,0,2.5,1,west,app,0.12,AUTO_PROCESS,N/A,42.4,0.2,SUCCESSFUL,1
CLM110036,premium,airline_fault,27100.0,True,0,1.5,1,west,app,0.0,AUTO_PROCESS,N/A,40.0,0.2,SUCCESSFUL,1
CLM110037,silver,mechanical,35100.0,False,2,2.4,7,west,agent,0.425,AUTO_PROCESS,N/A,48.5,0.21,SUCCESSFUL,1
CLM110038,standard,mechanical,60300.0,True,1,5.5,15,north,app,0.348,HUMAN_REVIEW,APPROVE,223.73,29.94,SUCCESSFUL,1
CLM110039,standard,medical,57200.0,True,1,2.8,3,west,app,0.268,HUMAN_REVIEW,APPROVE,184.17,7.95,SUCCESSFUL,1
CLM110040,standard,medical,22900.0,True,0,2.9,20,east,app,0.241,AUTO_PROCESS,N/A,44.82,0.23,SUCCESSFUL,1
CLM110041,standard,theft,6400.0,False,0,4.2,19,north,app,0.507,AUTO_PROCESS,N/A,50.14,0.14,FRAUD_CONFIRMED,0
CLM110042,silver,airline_fault,12200.0,True,2,3.3,24,east,agent,0.0,AUTO_PROCESS,N/A,40.0,0.25,SUCCESSFUL,1
CLM110043,silver,weather,4100.0,True,1,2.2,32,south,app,0.012,AUTO_PROCESS,N/A,40.24,0.06,SUCCESSFUL,1
CLM110044,standard,airline_fault,105700.0,True,0,5.2,34,west,agent,0.368,HUMAN_REVIEW,APPROVE,262.55,70.63,FRAUD_CONFIRMED,0
CLM110045,standard,other,6200.0,True,0,2.1,16,west,agent,0.135,AUTO_PROCESS,N/A,42.7,0.22,CUSTOMER_COMPLAINT,0
CLM110046,silver,airline_fault,30100.0,True,0,1.8,22,east,call_center,0.187,AUTO_PROCESS,N/A,43.74,0.24,SUCCESSFUL,1
CLM110047,standard,other,29800.0,True,1,1.2,7,south,call_center,0.186,AUTO_PROCESS,N/A,43.72,0.12,SUCCESSFUL,1
CLM110048,premium,airline_fault,22600.0,True,3,4.5,12,south,app,0.25,AUTO_PROCESS,N/A,45.0,0.25,REOPENED,0
CLM110049,silver,other,39300.0,True,0,3.8,6,west,app,0.38,AUTO_PROCESS,N/A,47.6,0.07,SUCCESSFUL,1
CLM110050,standard,theft,9500.0,True,3,8.5,14,north,app,0.457,AUTO_PROCESS,N/A,49.14,0.17,SUCCESSFUL,1
CLM110051,standard,other,6900.0,True,0,6.2,6,west,app,0.127,AUTO_PROCESS,N/A,42.54,0.27,SUCCESSFUL,1
CLM110052,silver,theft,73300.0,True,0,1.8,41,west,agent,0.421,HUMAN_REVIEW,APPROVE,240.22,28.32,SUCCESSFUL,1
CLM110053,standard,medical,9600.0,False,0,4.4,9,south,app,0.604,AUTO_PROCESS,N/A,52.08,0.25,SUCCESSFUL,1
CLM110054,silver,medical,35700.0,True,0,4.5,1,east,agent,0.092,AUTO_PROCESS,N/A,41.84,0.05,SUCCESSFUL,1
CLM110055,standard,weather,21300.0,True,2,4.0,4,west,call_center,0.107,AUTO_PROCESS,N/A,42.14,0.26,SUCCESSFUL,1
CLM110056,standard,other,39100.0,True,2,10.9,43,east,app,0.307,AUTO_PROCESS,N/A,46.14,0.25,FRAUD_CONFIRMED,0
CLM110057,standard,theft,26600.0,True,1,9.6,42,east,app,0.333,AUTO_PROCESS,N/A,46.66,0.05,SUCCESSFUL,1
CLM110058,silver,weather,37900.0,False,0,1.0,21,west,app,0.409,AUTO_PROCESS,N/A,48.18,0.06,SUCCESSFUL,1
CLM110059,premium,weather,38000.0,False,0,2.3,5,south,call_center,0.273,AUTO_PROCESS,N/A,45.46,0.25,SUCCESSFUL,1
CLM110060,premium,theft,12000.0,True,1,1.9,6,north,agent,0.28,AUTO_PROCESS,N/A,45.6,0.1,SUCCESSFUL,1
CLM110061,standard,other,43800.0,True,0,4.6,44,east,app,0.21,AUTO_PROCESS,N/A,44.2,0.14,DISPUTED,0
CLM110062,silver,medical,64200.0,True,3,2.2,17,south,agent,0.466,HUMAN_REVIEW,REJECT,263.6,18.46,CUSTOMER_COMPLAINT,0
CLM110063,standard,weather,20000.0,True,1,2.4,26,west,agent,0.054,AUTO_PROCESS,N/A,41.08,0.21,SUCCESSFUL,1
CLM110064,silver,medical,35300.0,True,0,1.7,0,south,app,0.22,AUTO_PROCESS,N/A,44.4,0.08,REOPENED,0
CLM110065,premium,airline_fault,14600.0,True,0,3.0,25,west,app,0.081,AUTO_PROCESS,N/A,41.62,0.23,SUCCESSFUL,1
CLM110066,standard,mechanical,50600.0,True,0,2.6,5,east,app,0.344,HUMAN_REVIEW,APPROVE,292.6,16.17,CUSTOMER_COMPLAINT,0
CLM110067,premium,other,27000.0,True,1,6.3,12,north,agent,0.045,AUTO_PROCESS,N/A,40.9,0.29,SUCCESSFUL,1
CLM110068,standard,airline_fault,25600.0,True,1,2.2,39,south,agent,0.067,AUTO_PROCESS,N/A,41.34,0.23,SUCCESSFUL,1
CLM110069,standard,mechanical,3600.0,True,2,2.3,15,east,agent,0.217,AUTO_PROCESS,N/A,44.34,0.29,SUCCESSFUL,1
CLM110070,standard,airline_fault,37000.0,True,1,3.0,24,west,app,0.012,AUTO_PROCESS,N/A,40.24,0.13,SUCCESSFUL,1
CLM110071,premium,airline_fault,48200.0,True,0,2.5,40,east,app,0.097,AUTO_PROCESS,N/A,41.94,0.19,SUCCESSFUL,1
CLM110072,standard,airline_fault,96200.0,True,0,2.8,9,north,app,0.317,HUMAN_REVIEW,REJECT,262.45,69.89,FRAUD_CONFIRMED,0
CLM110073,silver,airline_fault,6700.0,True,0,4.7,3,east,app,0.0,AUTO_PROCESS,N/A,40.0,0.26,SUCCESSFUL,1
CLM110074,standard,mechanical,4200.0,True,1,2.8,9,east,call_center,0.125,AUTO_PROCESS,N/A,42.5,0.11,SUCCESSFUL,1
CLM110075,silver,other,54200.0,False,0,5.2,29,west,app,0.584,HUMAN_REVIEW,REJECT,205.22,10.15,FRAUD_CONFIRMED,0
CLM110076,silver,airline_fault,99100.0,True,0,2.4,26,south,app,0.177,HUMAN_REVIEW,REJECT,273.82,34.79,CUSTOMER_COMPLAINT,0
CLM110077,standard,other,39800.0,True,0,7.6,11,east,agent,0.173,AUTO_PROCESS,N/A,43.46,0.08,SUCCESSFUL,1
CLM110078,silver,medical,9200.0,True,2,10.3,32,west,agent,0.088,AUTO_PROCESS,N/A,41.76,0.05,SUCCESSFUL,1
CLM110079,silver,airline_fault,7400.0,True,0,5.5,42,east,agent,0.052,AUTO_PROCESS,N/A,41.04,0.23,SUCCESSFUL,1
CLM110080,standard,weather,17200.0,True,1,5.5,19,west,app,0.146,AUTO_PROCESS,N/A,42.92,0.26,CUSTOMER_COMPLAINT,0
CLM110081,standard,weather,133500.0,True,0,8.6,42,west,call_center,0.552,HUMAN_REVIEW,APPROVE,240.04,26.44,SUCCESSFUL,1
CLM110082,standard,medical,23200.0,True,0,1.1,32,west,app,0.122,AUTO_PROCESS,N/A,42.44,0.27,SUCCESSFUL,1
CLM110083,premium,medical,100700.0,True,0,4.5,5,south,agent,0.333,HUMAN_REVIEW,REJECT,250.64,44.8,FRAUD_CONFIRMED,0
CLM110084,silver,weather,5700.0,True,0,5.1,35,north,agent,0.249,AUTO_PROCESS,N/A,44.98,0.24,SUCCESSFUL,1
CLM110085,silver,airline_fault,62900.0,True,2,2.2,12,east,app,0.176,HUMAN_REVIEW,APPROVE,235.26,33.6,SUCCESSFUL,1
CLM110086,silver,airline_fault,17400.0,False,0,2.3,15,north,app,0.524,AUTO_PROCESS,N/A,50.48,0.16,FRAUD_CONFIRMED,0
CLM110087,silver,theft,76700.0,True,0,1.1,34,east,app,0.354,HUMAN_REVIEW,REJECT,272.5,6.28,FRAUD_CONFIRMED,0
CLM110088,standard,airline_fault,44100.0,False,1,9.0,21,east,app,0.438,AUTO_PROCESS,N/A,48.76,0.1,SUCCESSFUL,1
CLM110089,standard,theft,21300.0,True,5,3.6,19,east,agent,0.534,AUTO_PROCESS,N/A,50.68,0.21,CUSTOMER_COMPLAINT,0
CLM110090,silver,theft,78600.0,True,0,1.0,21,west,agent,0.533,HUMAN_REVIEW,REJECT,262.93,54.13,FRAUD_CONFIRMED,0
CLM110091,standard,medical,67200.0,True,1,3.1,36,north,app,0.2,HUMAN_REVIEW,APPROVE,247.67,39.39,SUCCESSFUL,1
CLM110092,standard,airline_fault,35500.0,False,1,4.1,31,south,call_center,0.429,AUTO_PROCESS,N/A,48.58,0.08,FRAUD_CONFIRMED,0
CLM110093,silver,mechanical,32500.0,True,0,2.1,21,east,agent,0.113,AUTO_PROCESS,N/A,42.26,0.26,DISPUTED,0
CLM110094,premium,mechanical,13700.0,True,1,0.7,37,west,agent,0.0,AUTO_PROCESS,N/A,40.0,0.09,SUCCESSFUL,1
CLM110095,silver,other,10200.0,True,0,2.4,22,south,call_center,0.004,AUTO_PROCESS,N/A,40.08,0.28,SUCCESSFUL,1
CLM110096,standard,mechanical,16500.0,True,4,4.0,29,east,agent,0.385,AUTO_PROCESS,N/A,47.7,0.27,SUCCESSFUL,1
CLM110097,premium,mechanical,8700.0,True,1,4.6,17,north,call_center,0.18,AUTO_PROCESS,N/A,43.6,0.1,SUCCESSFUL,1
CLM110098,standard,airline_fault,32100.0,True,1,4.8,42,east,app,0.253,AUTO_PROCESS,N/A,45.06,0.11,SUCCESSFUL,1
CLM110099,standard,medical,63600.0,False,3,3.0,29,north,agent,0.759,HUMAN_REVIEW,REJECT,292.46,12.07,FRAUD_CONFIRMED,0
CLM110100,premium,theft,11200.0,True,0,7.0,0,south,call_center,0.356,AUTO_PROCESS,N/A,47.12,0.09,SUCCESSFUL,1
CLM110101,silver,medical,31900.0,True,1,9.6,12,west,app,0.079,AUTO_PROCESS,N/A,41.58,0.29,SUCCESSFUL,1
CLM110102,premium,medical,18800.0,True,0,3.8,31,north,app,0.136,AUTO_PROCESS,N/A,42.72,0.14,SUCCESSFUL,1
CLM110103,silver,other,23600.0,True,0,3.4,19,north,agent,0.069,AUTO_PROCESS,N/A,41.38,0.25,SUCCESSFUL,1
CLM110104,silver,other,23300.0,True,0,1.1,43,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.05,SUCCESSFUL,1
CLM110105,standard,weather,45900.0,True,1,7.0,16,south,app,0.186,AUTO_PROCESS,N/A,43.72,0.17,SUCCESSFUL,1
CLM110106,standard,weather,3800.0,False,1,6.0,38,west,app,0.365,AUTO_PROCESS,N/A,47.3,0.27,SUCCESSFUL,1
CLM110107,premium,other,41200.0,True,2,1.8,30,east,app,0.007,AUTO_PROCESS,N/A,40.14,0.25,SUCCESSFUL,1
CLM110108,premium,medical,10400.0,False,0,2.1,1,west,app,0.308,AUTO_PROCESS,N/A,46.16,0.08,SUCCESSFUL,1
CLM110109,standard,other,15900.0,False,0,7.4,28,north,agent,0.597,AUTO_PROCESS,N/A,51.94,0.11,SUCCESSFUL,1
CLM110110,standard,mechanical,7200.0,True,0,5.9,32,north,agent,0.18,AUTO_PROCESS,N/A,43.6,0.07,SUCCESSFUL,1
CLM110111,standard,other,19800.0,True,1,3.2,7,south,app,0.355,AUTO_PROCESS,N/A,47.1,0.29,SUCCESSFUL,1
CLM110112,standard,airline_fault,124800.0,False,3,5.9,13,south,app,0.699,HUMAN_REVIEW,REJECT,259.97,41.22,FRAUD_CONFIRMED,0
CLM110113,premium,theft,11200.0,False,1,5.4,13,north,app,0.508,AUTO_PROCESS,N/A,50.16,0.17,CUSTOMER_COMPLAINT,0
CLM110114,standard,mechanical,7300.0,True,0,2.5,8,south,agent,0.169,AUTO_PROCESS,N/A,43.38,0.09,SUCCESSFUL,1
CLM110115,standard,airline_fault,44500.0,False,0,3.5,27,north,agent,0.497,AUTO_PROCESS,N/A,49.94,0.23,SUCCESSFUL,1
CLM110116,premium,weather,41200.0,True,1,5.4,25,south,app,0.028,AUTO_PROCESS,N/A,40.56,0.21,SUCCESSFUL,1
CLM110117,standard,airline_fault,54200.0,True,1,3.9,27,south,app,0.173,HUMAN_REVIEW,APPROVE,241.34,68.78,DISPUTED,0
CLM110118,standard,airline_fault,51200.0,False,0,2.4,23,south,app,0.392,HUMAN_REVIEW,APPROVE,238.64,44.51,SUCCESSFUL,1
CLM110119,standard,other,40300.0,True,1,4.8,39,west,agent,0.226,AUTO_PROCESS,N/A,44.52,0.16,FRAUD_CONFIRMED,0
CLM110120,standard,other,41900.0,False,1,7.6,29,south,call_center,0.586,AUTO_PROCESS,N/A,51.72,0.27,SUCCESSFUL,1
CLM110121,standard,other,11500.0,True,1,7.1,18,north,call_center,0.205,AUTO_PROCESS,N/A,44.1,0.14,SUCCESSFUL,1
CLM110122,standard,other,7800.0,True,0,4.7,19,north,agent,0.201,AUTO_PROCESS,N/A,44.02,0.29,SUCCESSFUL,1
CLM110123,standard,other,12600.0,False,1,8.1,6,west,app,0.591,AUTO_PROCESS,N/A,51.82,0.23,FRAUD_CONFIRMED,0
CLM110124,standard,other,6400.0,True,2,7.6,33,north,app,0.321,AUTO_PROCESS,N/A,46.42,0.17,SUCCESSFUL,1
CLM110125,standard,weather,13900.0,True,3,2.9,28,north,agent,0.23,AUTO_PROCESS,N/A,44.6,0.29,DISPUTED,0
CLM110126,standard,weather,13500.0,False,1,0.6,17,north,app,0.444,AUTO_PROCESS,N/A,48.88,0.16,SUCCESSFUL,1
CLM110127,premium,other,168200.0,False,0,3.0,39,west,app,0.631,HUMAN_REVIEW,REJECT,235.79,44.84,FRAUD_CONFIRMED,0
CLM110128,standard,mechanical,67600.0,False,1,4.1,16,north,call_center,0.578,HUMAN_REVIEW,APPROVE,240.98,36.92,REOPENED,0
CLM110129,standard,medical,17700.0,False,1,5.8,14,south,call_center,0.381,AUTO_PROCESS,N/A,47.62,0.17,SUCCESSFUL,1
CLM110130,premium,theft,145100.0,True,0,1.0,13,north,agent,0.358,HUMAN_REVIEW,APPROVE,208.13,17.19,SUCCESSFUL,1
CLM110131,standard,weather,16500.0,True,1,5.4,33,east,call_center,0.253,AUTO_PROCESS,N/A,45.06,0.15,SUCCESSFUL,1
CLM110132,standard,weather,12000.0,True,0,6.8,40,north,agent,0.04,AUTO_PROCESS,N/A,40.8,0.16,SUCCESSFUL,1
CLM110133,silver,medical,151100.0,True,1,3.7,27,south,agent,0.269,HUMAN_REVIEW,APPROVE,197.03,20.21,SUCCESSFUL,1
CLM110134,silver,theft,143500.0,False,0,2.1,30,west,app,0.704,HUMAN_REVIEW,APPROVE,251.57,46.63,FRAUD_CONFIRMED,0
CLM110135,standard,mechanical,70200.0,True,1,4.6,34,south,app,0.221,HUMAN_REVIEW,APPROVE,197.56,63.26,SUCCESSFUL,1
CLM110136,silver,theft,43800.0,False,0,10.4,10,north,app,0.673,AUTO_PROCESS,N/A,53.46,0.09,CUSTOMER_COMPLAINT,0
CLM110137,silver,mechanical,56500.0,True,1,3.9,5,west,call_center,0.098,HUMAN_REVIEW,REJECT,241.3,45.84,CUSTOMER_COMPLAINT,0
CLM110138,standard,mechanical,29400.0,True,1,3.0,18,west,app,0.0,AUTO_PROCESS,N/A,40.0,0.14,SUCCESSFUL,1
CLM110139,standard,medical,94700.0,True,0,1.5,30,west,app,0.338,HUMAN_REVIEW,APPROVE,277.26,54.84,DISPUTED,0
CLM110140,standard,mechanical,178500.0,True,1,3.9,38,south,agent,0.461,HUMAN_REVIEW,APPROVE,239.11,53.49,SUCCESSFUL,1
CLM110141,silver,other,91800.0,True,1,7.3,27,east,agent,0.414,HUMAN_REVIEW,REJECT,220.35,68.49,FRAUD_CONFIRMED,0
CLM110142,standard,mechanical,74500.0,True,0,4.8,32,west,agent,0.313,HUMAN_REVIEW,REJECT,300.57,7.27,FRAUD_CONFIRMED,0
CLM110143,standard,other,6300.0,False,2,5.1,38,east,app,0.399,AUTO_PROCESS,N/A,47.98,0.07,SUCCESSFUL,1
CLM110144,standard,other,58700.0,False,0,1.3,34,north,app,0.735,HUMAN_REVIEW,REJECT,226.67,26.69,CUSTOMER_COMPLAINT,0
CLM110145,premium,other,14200.0,False,1,3.3,8,east,app,0.583,AUTO_PROCESS,N/A,51.66,0.13,SUCCESSFUL,1
CLM110146,standard,medical,7200.0,False,1,5.1,10,west,call_center,0.309,AUTO_PROCESS,N/A,46.18,0.24,DISPUTED,0
CLM110147,standard,theft,20300.0,False,2,4.1,40,east,agent,0.799,HUMAN_REVIEW,APPROVE,282.43,71.27,DISPUTED,0
CLM110148,standard,theft,10800.0,True,0,7.8,18,west,agent,0.222,AUTO_PROCESS,N/A,44.44,0.3,SUCCESSFUL,1
CLM110149,silver,theft,50900.0,True,1,3.7,36,north,call_center,0.363,HUMAN_REVIEW,APPROVE,307.82,51.59,FRAUD_CONFIRMED,0
CLM110150,standard,weather,118700.0,True,0,5.9,44,south,agent,0.449,HUMAN_REVIEW,REJECT,248.11,53.6,CUSTOMER_COMPLAINT,0
CLM110151,premium,weather,15300.0,True,1,5.9,12,west,app,0.085,AUTO_PROCESS,N/A,41.7,0.29,SUCCESSFUL,1
CLM110152,standard,airline_fault,32000.0,False,0,2.4,19,north,app,0.386,AUTO_PROCESS,N/A,47.72,0.27,CUSTOMER_COMPLAINT,0
CLM110153,standard,medical,6400.0,False,2,4.2,41,west,agent,0.59,AUTO_PROCESS,N/A,51.8,0.17,SUCCESSFUL,1
CLM110154,standard,airline_fault,61500.0,True,0,2.7,18,north,call_center,0.297,HUMAN_REVIEW,APPROVE,294.09,50.37,SUCCESSFUL,1
CLM110155,standard,theft,109300.0,True,0,4.4,39,south,app,0.607,HUMAN_REVIEW,APPROVE,274.46,20.99,SUCCESSFUL,1
CLM110156,standard,airline_fault,15900.0,True,0,6.2,13,south,app,0.046,AUTO_PROCESS,N/A,40.92,0.28,SUCCESSFUL,1
CLM110157,silver,airline_fault,31800.0,False,1,11.3,43,east,call_center,0.435,AUTO_PROCESS,N/A,48.7,0.18,SUCCESSFUL,1
CLM110158,standard,theft,12800.0,True,3,5.3,44,west,agent,0.416,AUTO_PROCESS,N/A,48.32,0.11,DISPUTED,0
CLM110159,silver,other,14300.0,True,1,6.9,4,south,app,0.12,AUTO_PROCESS,N/A,42.4,0.29,SUCCESSFUL,1
CLM110160,standard,mechanical,32900.0,True,2,5.1,33,south,app,0.0,AUTO_PROCESS,N/A,40.0,0.25,SUCCESSFUL,1
CLM110161,silver,other,13300.0,False,0,3.5,16,east,app,0.301,AUTO_PROCESS,N/A,46.02,0.23,DISPUTED,0
CLM110162,standard,airline_fault,36300.0,True,0,1.2,6,west,app,0.103,AUTO_PROCESS,N/A,42.06,0.27,SUCCESSFUL,1
CLM110163,standard,mechanical,39500.0,True,1,4.0,31,east,app,0.203,AUTO_PROCESS,N/A,44.06,0.27,DISPUTED,0
CLM110164,standard,airline_fault,18400.0,True,2,9.6,18,east,call_center,0.27,AUTO_PROCESS,N/A,45.4,0.28,SUCCESSFUL,1
CLM110165,premium,weather,113200.0,True,0,4.9,0,south,call_center,0.325,HUMAN_REVIEW,APPROVE,238.37,33.62,SUCCESSFUL,1
CLM110166,premium,airline_fault,39600.0,True,1,2.5,11,east,app,0.066,AUTO_PROCESS,N/A,41.32,0.11,SUCCESSFUL,1
CLM110167,silver,airline_fault,54300.0,True,0,0.8,21,east,call_center,0.255,HUMAN_REVIEW,APPROVE,236.75,39.41,SUCCESSFUL,1
CLM110168,premium,medical,481500.0,True,1,7.6,36,north,app,0.226,HUMAN_REVIEW,APPROVE,238.97,35.32,SUCCESSFUL,1
CLM110169,standard,medical,82500.0,True,1,4.2,13,north,agent,0.272,HUMAN_REVIEW,REJECT,286.43,20.73,CUSTOMER_COMPLAINT,0
CLM110170,standard,weather,151400.0,True,2,2.3,20,north,app,0.586,HUMAN_REVIEW,APPROVE,238.9,41.83,REOPENED,0
CLM110171,standard,other,15300.0,True,0,4.2,21,east,agent,0.275,AUTO_PROCESS,N/A,45.5,0.17,SUCCESSFUL,1
CLM110172,premium,medical,5700.0,True,0,2.3,13,east,app,0.0,AUTO_PROCESS,N/A,40.0,0.23,SUCCESSFUL,1
CLM110173,standard,mechanical,7800.0,False,1,2.8,38,west,agent,0.409,AUTO_PROCESS,N/A,48.18,0.25,SUCCESSFUL,1
CLM110174,standard,mechanical,51600.0,True,2,4.8,41,south,call_center,0.339,HUMAN_REVIEW,REJECT,261.42,33.58,CUSTOMER_COMPLAINT,0
CLM110175,silver,weather,22800.0,True,2,7.0,6,south,app,0.176,AUTO_PROCESS,N/A,43.52,0.11,SUCCESSFUL,1
CLM110176,standard,other,40400.0,True,2,8.1,7,south,call_center,0.406,AUTO_PROCESS,N/A,48.12,0.17,SUCCESSFUL,1
CLM110177,silver,mechanical,6300.0,False,2,6.4,7,west,app,0.284,AUTO_PROCESS,N/A,45.68,0.23,SUCCESSFUL,1
CLM110178,standard,airline_fault,47600.0,False,1,6.4,44,west,app,0.63,AUTO_PROCESS,N/A,52.6,0.26,CUSTOMER_COMPLAINT,0
CLM110179,silver,weather,9600.0,True,2,10.2,17,east,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.19,SUCCESSFUL,1
CLM110180,premium,weather,13900.0,True,2,0.8,30,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.17,SUCCESSFUL,1
CLM110181,silver,mechanical,37000.0,True,2,5.1,0,south,agent,0.116,AUTO_PROCESS,N/A,42.32,0.18,SUCCESSFUL,1
CLM110182,standard,theft,14000.0,True,3,1.9,12,north,app,0.462,AUTO_PROCESS,N/A,49.24,0.15,DISPUTED,0
CLM110183,standard,other,26000.0,True,1,14.0,0,west,call_center,0.149,AUTO_PROCESS,N/A,42.98,0.05,SUCCESSFUL,1
CLM110184,standard,weather,10600.0,True,0,7.3,37,south,app,0.22,AUTO_PROCESS,N/A,44.4,0.3,SUCCESSFUL,1
CLM110185,standard,weather,52300.0,True,0,2.2,37,east,agent,0.278,HUMAN_REVIEW,APPROVE,198.51,10.29,SUCCESSFUL,1
CLM110186,silver,airline_fault,81900.0,True,1,4.6,30,east,app,0.344,HUMAN_REVIEW,APPROVE,290.87,19.55,SUCCESSFUL,1
CLM110187,standard,mechanical,38900.0,True,1,3.1,37,south,agent,0.194,AUTO_PROCESS,N/A,43.88,0.1,SUCCESSFUL,1
CLM110188,standard,medical,74400.0,True,2,1.9,36,south,app,0.262,HUMAN_REVIEW,APPROVE,213.31,47.13,SUCCESSFUL,1
CLM110189,standard,other,1400.0,True,0,4.0,37,west,app,0.119,AUTO_PROCESS,N/A,42.38,0.26,SUCCESSFUL,1
CLM110190,premium,medical,35200.0,False,0,11.6,3,east,agent,0.418,AUTO_PROCESS,N/A,48.36,0.1,SUCCESSFUL,1
CLM110191,standard,airline_fault,27200.0,True,3,4.4,12,west,app,0.205,AUTO_PROCESS,N/A,44.1,0.21,FRAUD_CONFIRMED,0
CLM110192,standard,other,31700.0,True,1,7.4,7,south,call_center,0.112,AUTO_PROCESS,N/A,42.24,0.08,REOPENED,0
CLM110193,standard,other,63300.0,False,1,6.7,36,north,app,0.563,HUMAN_REVIEW,APPROVE,279.26,21.74,SUCCESSFUL,1
CLM110194,standard,weather,18000.0,True,3,3.8,0,east,agent,0.438,AUTO_PROCESS,N/A,48.76,0.23,SUCCESSFUL,1
CLM110195,premium,other,57800.0,True,0,4.6,43,north,agent,0.075,HUMAN_REVIEW,APPROVE,240.29,61.0,DISPUTED,0
CLM110196,standard,medical,4900.0,True,1,4.1,34,west,app,0.0,AUTO_PROCESS,N/A,40.0,0.08,SUCCESSFUL,1
CLM110197,silver,medical,55500.0,True,0,1.7,16,east,app,0.28,HUMAN_REVIEW,APPROVE,261.66,43.97,SUCCESSFUL,1
CLM110198,silver,mechanical,40100.0,True,0,1.7,15,west,app,0.26,AUTO_PROCESS,N/A,45.2,0.07,SUCCESSFUL,1
CLM110199,silver,weather,60500.0,False,0,3.2,19,east,call_center,0.615,HUMAN_REVIEW,APPROVE,250.47,65.65,FRAUD_CONFIRMED,0
CLM110200,silver,medical,24700.0,True,0,1.3,34,east,app,0.116,AUTO_PROCESS,N/A,42.32,0.11,SUCCESSFUL,1
CLM110201,silver,mechanical,8900.0,False,0,3.1,13,west,agent,0.26,AUTO_PROCESS,N/A,45.2,0.23,FRAUD_CONFIRMED,0
CLM110202,standard,other,111100.0,True,1,11.1,0,north,agent,0.593,HUMAN_REVIEW,REJECT,242.55,41.4,CUSTOMER_COMPLAINT,0
CLM110203,standard,airline_fault,17000.0,True,0,6.1,24,east,call_center,0.094,AUTO_PROCESS,N/A,41.88,0.3,DISPUTED,0
CLM110204,silver,mechanical,66800.0,True,1,4.8,32,south,call_center,0.11,HUMAN_REVIEW,APPROVE,273.67,32.79,SUCCESSFUL,1
CLM110205,silver,medical,20500.0,True,0,4.2,30,south,app,0.242,AUTO_PROCESS,N/A,44.84,0.27,CUSTOMER_COMPLAINT,0
CLM110206,standard,theft,18400.0,True,2,4.7,26,south,app,0.401,AUTO_PROCESS,N/A,48.02,0.14,DISPUTED,0
CLM110207,standard,mechanical,244300.0,True,0,4.3,38,north,agent,0.362,HUMAN_REVIEW,APPROVE,246.32,67.61,SUCCESSFUL,1
CLM110208,standard,medical,51100.0,True,1,10.0,28,south,app,0.206,HUMAN_REVIEW,APPROVE,293.92,9.92,SUCCESSFUL,1
CLM110209,standard,medical,26400.0,False,0,6.2,21,south,agent,0.3,AUTO_PROCESS,N/A,46.0,0.1,SUCCESSFUL,1
CLM110210,standard,theft,105900.0,True,0,6.2,34,north,app,0.585,HUMAN_REVIEW,REJECT,276.93,11.43,FRAUD_CONFIRMED,0
CLM110211,standard,weather,11500.0,False,1,7.1,1,east,app,0.477,AUTO_PROCESS,N/A,49.54,0.06,SUCCESSFUL,1
CLM110212,standard,theft,53100.0,True,2,7.7,23,west,app,0.497,HUMAN_REVIEW,APPROVE,229.06,17.94,SUCCESSFUL,1
CLM110213,silver,theft,37500.0,True,1,2.0,26,south,call_center,0.301,AUTO_PROCESS,N/A,46.02,0.26,SUCCESSFUL,1
CLM110214,silver,medical,64500.0,True,1,2.2,41,east,app,0.024,HUMAN_REVIEW,REJECT,284.4,54.61,CUSTOMER_COMPLAINT,0
CLM110215,silver,medical,9100.0,True,0,7.8,40,west,app,0.09,AUTO_PROCESS,N/A,41.8,0.2,SUCCESSFUL,1
CLM110216,silver,mechanical,65500.0,False,2,2.9,36,south,app,0.6,HUMAN_REVIEW,APPROVE,256.72,27.2,FRAUD_CONFIRMED,0
CLM110217,standard,airline_fault,12600.0,True,1,2.9,15,north,call_center,0.027,AUTO_PROCESS,N/A,40.54,0.12,REOPENED,0
CLM110218,standard,airline_fault,40600.0,True,0,4.9,1,east,agent,0.0,AUTO_PROCESS,N/A,40.0,0.21,SUCCESSFUL,1
CLM110219,silver,mechanical,4100.0,False,0,9.4,3,south,app,0.25,AUTO_PROCESS,N/A,45.0,0.16,SUCCESSFUL,1
CLM110220,silver,theft,38000.0,True,2,6.8,10,north,app,0.334,AUTO_PROCESS,N/A,46.68,0.27,REOPENED,0
CLM110221,silver,medical,164200.0,True,2,7.5,5,west,app,0.351,HUMAN_REVIEW,APPROVE,262.58,30.18,SUCCESSFUL,1
